[00:15:22] [ServerMain/INFO]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[00:15:23] [ServerMain/INFO]: No existing world data, creating new world
[00:15:25] [ServerMain/INFO]: Loaded 1407 recipes
[00:15:25] [ServerMain/INFO]: Loaded 1520 advancements
[00:15:25] [Server thread/INFO]: Starting minecraft server version 1.21.8
[00:15:25] [Server thread/INFO]: Loading properties
[00:15:25] [Server thread/INFO]: Default game type: SURVIVAL
[00:15:25] [Server thread/INFO]: Generating keypair
[00:15:25] [Server thread/INFO]: Starting Minecraft server on *:25565
[00:15:25] [Server thread/INFO]: Using epoll channel type
[00:15:25] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[00:15:25] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[00:15:25] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[00:15:25] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[00:15:25] [Server thread/INFO]: Preparing level "world"
[00:15:40] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[00:15:40] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:41] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:41] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:42] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:42] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:43] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:43] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:44] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:44] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:45] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:45] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:46] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:46] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:47] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:47] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:48] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:49] [Worker-Main-1/INFO]: Preparing spawn area: 6%
[00:15:49] [Server thread/INFO]: Time elapsed: 8510 ms
[00:15:49] [Server thread/INFO]: Done (23.587s)! For help, type "help"
[00:15:49] [Server thread/INFO]: Unknown or incomplete command, see below for error
[00:15:49] [Server thread/INFO]: bin/python3 /workspaces/SER3/msx.py<--[HERE]
[00:15:56] [Server thread/INFO]: Lea[/127.205.40.244:41369] logged in with entity id 34 at (-250.5, 64.0, 64.5)
[00:15:56] [Server thread/INFO]: Lea joined the game
[00:16:00] [Server thread/INFO]: Lea lost connection: Disconnected
[00:16:00] [Server thread/INFO]: Lea left the game
[00:17:00] [Server thread/INFO]: Server empty for 60 seconds, pausing
[00:19:45] [Server thread/INFO]: GiovanyBy14[/127.37.246.181:44685] logged in with entity id 90 at (-264.5, 63.0, 58.5)
[00:19:45] [Server thread/INFO]: GiovanyBy14 joined the game
[00:21:06] [Server thread/INFO]: Lea[/127.205.40.244:47193] logged in with entity id 726 at (-250.5, 64.0, 64.5)
[00:21:06] [Server thread/INFO]: Lea joined the game
[00:21:21] [Server thread/INFO]: GiovanyBy14 lost connection: Disconnected
[00:21:21] [Server thread/INFO]: GiovanyBy14 left the game
[00:22:03] [Server thread/INFO]: GiovanyBy14[/127.17.235.236:45413] logged in with entity id 881 at (-269.4875880338945, 64.0, 71.51971789077193)
[00:22:03] [Server thread/INFO]: GiovanyBy14 joined the game
[00:22:12] [Server thread/INFO]: nicolasxpazx[/127.17.235.236:52607] logged in with entity id 906 at (-257.5, 63.0, 58.5)
[00:22:12] [Server thread/INFO]: nicolasxpazx joined the game
[00:22:17] [Server thread/INFO]: Made Lea a server operator
[00:23:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-262, y=62, z=51}
[00:26:38] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:38] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-254, y=65, z=69}
[00:26:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=69}
[00:26:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=70}
[00:26:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:42] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:42] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:42] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:42] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:42] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:44] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:44] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=69}
[00:26:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=71}
[00:26:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=70}
[00:26:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=64, z=70}
[00:26:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=64, z=69}
[00:26:48] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:48] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-255, y=65, z=69}
[00:26:48] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:48] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:49] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:49] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:26:49] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:49] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:49] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:26:50] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=70}
[00:26:50] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:50] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:51] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:51] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=71}
[00:26:52] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:52] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:52] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:52] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-256, y=65, z=69}
[00:26:53] [Server thread/INFO]: GiovanyBy14 was slain by nicolasxpazx
[00:26:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=64, z=70}
[00:26:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:26:54] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:27:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:27:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=70}
[00:27:03] [Server thread/INFO]: nicolasxpazx was slain by Lea
[00:27:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=71}
[00:27:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=65, z=69}
[00:27:25] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:27:26] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=69}
[00:27:44] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-245, y=63, z=71}
[00:27:44] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-245, y=63, z=71}
[00:27:58] [Server thread/INFO]: Naxlev_x16[/127.162.82.186:54121] logged in with entity id 2073 at (-265.5, 64.0, 62.5)
[00:27:58] [Server thread/INFO]: Naxlev_x16 joined the game
[00:28:03] [Server thread/INFO]: nicolasxpazx has made the advancement [Take Aim]
[00:28:08] [Server thread/INFO]: [Lea: The game is frozen]
[00:28:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=65}
[00:28:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=65}
[00:28:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=65}
[00:28:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=66}
[00:28:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=67}
[00:28:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=68}
[00:28:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=68}
[00:28:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-268, y=63, z=67}
[00:28:36] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-268, y=63, z=67}
[00:28:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=67}
[00:28:38] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=66}
[00:28:38] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-268, y=63, z=66}
[00:28:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-268, y=63, z=65}
[00:28:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=63}
[00:28:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=63}
[00:28:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=63}
[00:28:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=63}
[00:29:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=62, z=63}
[00:29:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=63}
[00:29:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=62, z=63}
[00:29:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=65}
[00:29:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=66}
[00:29:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-268, y=63, z=64}
[00:29:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=64}
[00:29:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=65}
[00:29:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=64}
[00:29:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=64}
[00:29:51] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=65}
[00:29:51] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=64}
[00:29:51] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=62}
[00:29:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:29:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:29:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:29:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:29:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-268, y=63, z=68}
[00:29:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:29:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:30:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:30:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:30:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:30:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-269, y=63, z=68}
[00:30:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-268, y=63, z=68}
[00:30:27] [Server thread/INFO]: [Lea: The game is running normally]
[00:30:27] [Server thread/INFO]: GiovanyBy14 has made the advancement [Take Aim]
[00:30:34] [Server thread/INFO]: Naxlev_x16 was obliterated by a sonically-charged shriek
[00:30:42] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-277, y=61, z=67} jb{x=-270, y=62, z=63}
[00:30:42] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-277, y=61, z=67} jb{x=-268, y=63, z=65}
[00:30:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-277, y=61, z=67} jb{x=-268, y=63, z=62}
[00:30:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-277, y=61, z=67} jb{x=-267, y=63, z=62}
[00:30:44] [Server thread/INFO]: GiovanyBy14 was slain by Warden
[00:30:45] [Server thread/INFO]: Naxlev_x16 was slain by Warden
[00:31:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:31:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:31:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=71}
[00:31:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=71}
[00:31:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=64, z=71}
[00:31:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-250, y=63, z=69}
[00:31:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-251, y=63, z=70}
[00:31:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=64, z=70}
[00:31:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=60}
[00:31:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=62, z=56}
[00:31:14] [Server thread/WARN]: nicolasxpazx moved too quickly! -9.89006914015664,-0.2538907259487644,-1.711913213093922
[00:31:29] [Server thread/WARN]: nicolasxpazx moved too quickly! 9.649186328237363,-0.16610926093821377,-3.2804312893109113
[00:31:55] [Server thread/WARN]: nicolasxpazx moved too quickly! -8.102831604693051,-1.2247629905309907,6.100624781090776
[00:32:07] [Server thread/WARN]: nicolasxpazx moved too quickly! 9.12011059525139,1.2491870787446828,4.400393718527894
[00:32:14] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-300, y=59, z=58} jb{x=-272, y=63, z=69}
[00:32:15] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-300, y=59, z=58} jb{x=-272, y=63, z=69}
[00:32:19] [Server thread/WARN]: nicolasxpazx moved too quickly! -10.071364843863478,0.5061351021062137,1.6173961744889738
[00:32:20] [Server thread/INFO]: GiovanyBy14 was slain by Warden
[00:32:23] [Server thread/INFO]: Naxlev_x16 was slain by Warden
[00:32:27] [Server thread/INFO]: GiovanyBy14 was slain by Warden
[00:32:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=59}
[00:32:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-268, y=63, z=59}
[00:32:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=59}
[00:32:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=59}
[00:32:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=59}
[00:32:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-267, y=63, z=59}
[00:32:40] [Server thread/INFO]: nicolasxpazx was obliterated by a sonically-charged shriek
[00:32:43] [Server thread/INFO]: Naxlev_x16 was slain by Warden
[00:32:49] [Server thread/INFO]: GiovanyBy14 was slain by Warden
[00:32:59] [Server thread/INFO]: GiovanyBy14 was slain by Warden
[00:33:02] [Server thread/INFO]: nicolasxpazx was slain by Warden
[00:33:02] [Server thread/INFO]: [Lea: Set the time to 1000]
[00:33:04] [Server thread/INFO]: Naxlev_x16 was slain by Warden
[00:33:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=63, z=63}
[00:33:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=63, z=63}
[00:33:08] [Server thread/WARN]: nicolasxpazx moved too quickly! -9.598013929404999,-0.756759288177264,3.9612857089866793
[00:33:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=62, z=58}
[00:33:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=62, z=58}
[00:33:10] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=62, z=60}
[00:33:11] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=63, z=61}
[00:33:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=62, z=60}
[00:33:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=62, z=60}
[00:33:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=62, z=60}
[00:33:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-261, y=63, z=61}
[00:33:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-259, y=63, z=61}
[00:33:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-260, y=63, z=61}
[00:33:14] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-260, y=63, z=60}
[00:33:16] [Server thread/INFO]: GiovanyBy14 was obliterated by a sonically-charged shriek
[00:33:16] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=60}
[00:33:16] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=60}
[00:33:19] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=62, z=60}
[00:33:19] [Server thread/INFO]: Naxlev_x16 has made the advancement [Monster Hunter]
[00:33:19] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=62, z=59}
[00:33:19] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=62, z=59}
[00:33:20] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-257, y=62, z=60}
[00:33:20] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-257, y=63, z=61}
[00:33:26] [Server thread/INFO]: nicolasxpazx was slain by Warden
[00:33:31] [Server thread/INFO]: GiovanyBy14 was slain by Warden
[00:33:33] [Server thread/INFO]: Naxlev_x16 was slain by Warden
[00:33:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=65, z=69}
[00:33:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=64, z=69}
[00:33:38] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=63, z=68}
[00:33:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=63, z=65}
[00:33:44] [Server thread/INFO]: GiovanyBy14 was slain by Warden
[00:33:45] [Server thread/INFO]: Lea was killed
[00:33:45] [Server thread/INFO]: nicolasxpazx was killed
[00:33:45] [Server thread/INFO]: Naxlev_x16 was killed
[00:33:45] [Server thread/INFO]: [Lea: Killed 275 entities]
[00:33:52] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-253, y=63, z=70}
